"","dbn","School.Name","Borough","gradespan","Latitude","Longitude","Number.Tested","Mean.Scale.Math.Score","%Level1","%Level2","%Level3","%Level4","%Level3&4","Mbps.Bandwidth","Full.Time.Certified.STEM.Teachers","Part.Time.Certified.STEM.Teachers","Ratio.of.Full.Time.Licensed.STEM.Teachers.to.Students","Total.Teacher.Response.Rate","Percent.of.STEMTeachers.That.Agree.With.17a","Percent.of.STEMTeachers.That.Agree.With.17b","Percent.of.STEMTeachers.That.Agree.With.17c","Percent.Poverty","K.12.Enrollment","K.12.FRPL.Count","Classroom.Teachers.w..0.3.Years.Experience","Classroom.Teachers.w..More.than.3.Years.Experience","Classroom.Teachers","Total.School.Funding.per.Pupil","Salary.Per.Classroom.Teacher"
"29","02M040","P.S. 040 Augustus Saint-Gaudens","MANHATTAN","PK-5",40.735328,-73.981536,281,619,2.8,8.5,25.3,63.3,88.6,100,0,1,0,"83%",NA,NA,NA,0.1,637,60,7.7,32.2,3551822,19502.85,89018.0952380952
"30","02M041","P.S. 041 Greenwich Village","MANHATTAN","PK-5",40.73545,-73.999094,314,618,4.5,8.6,26.1,60.8,86.9,100,0,0,0,"93%",1,0.89,1,0.094,658,57,5,42,3793273,20710.65,80707.9361702128
"31","02M042","P.S. 042 Benjamin Altman","MANHATTAN","PK-5",40.716126,-73.990826,291,616,5.8,16.2,25.8,52.2,78,10,0,0,0,"100%",1,0.85,0.85,0.763,611,474,11.7,40,4428346,24802.31,85654.6615087041
"32","02M051","P.S. 051 Elias Howe","MANHATTAN","PK-5",40.761487,-73.995825,169,597,34.9,23.7,20.1,21.3,41.4,100,0,0,0,"73%",NA,NA,NA,0.594,385,243,6.2,28,2888921,22988.48,84471.3742690058
"33","02M059","P.S. 059 Beekman Hill International","MANHATTAN","PK-5",40.759248,-73.967204,250,617,5.6,12,25.2,57.2,82.4,200,0,1,0,"60%",NA,NA,NA,0.094,594,54,13,30.3,3191772,19189.66,73712.9792147806
"34","02M077","P.S. 77 Lower Lab School","MANHATTAN","K-5",40.785018,-73.95042,184,630,0,1.1,10.9,88,98.9,100,0,1,0,"94%",NA,NA,NA,0.056,358,20,5.4,13,1511578,17681.45,82150.9782608696
"35","02M089","P.S. 89","MANHATTAN","PK-5",40.71701,-74.013967,178,617,2.8,11.8,32,53.4,85.4,100,0,0,0,"61%",NA,NA,NA,0.201,397,76,5.9,24,2550260,21073.15,85292.9765886288
"36","02M104","Simon Baruch Middle School (J.H.S. 104)","MANHATTAN"," 6-8",40.736094,-73.980663,936,610,13.4,21.2,29.9,35.6,65.5,100,17,0,0.0149911816578483,"89%",1,0.95,0.96,0.451,1134,497,15.5,56.7,5884023,18847.23,81496.1634349031
"37","02M111","P.S. 111 Adolph S. Ochs","MANHATTAN","PK-5",40.76588,-73.989776,157,597,36.3,21.7,17.2,24.8,42,100,0,0,0,"71%",1,0.7,0.8,0.623,349,225,8,26,2833732,25955.36,83345.0588235294
"38","02M114","East Side Middle School","MANHATTAN"," 6-8",40.780706,-73.948553,439,631,0.9,3.2,12.3,83.6,95.9,100,6,0,0.0133333333333333,"90%",1,1,1,0.111,450,49,6,24,2519759,19314.98,83991.9666666667
"39","02M116","P.S. 116 Mary Lindley Murray","MANHATTAN","PK-5",40.744511,-73.977906,236,607,16.1,17.4,33.5,33.1,66.5,100,0,0,0,"86%",1,1,1,0.364,492,183,5,34,3079968,22565.64,78973.5384615385
"40","02M124","P.S. 124 Yung Wing","MANHATTAN","PK-5",40.715097,-73.996017,323,618,1.9,8,32.5,57.6,90.1,100,0,0,0,"100%",NA,NA,NA,0.564,668,367,7,44,4382461,21749.33,85930.6078431373
"41","02M126","Manhattan Academy of Technology/Jacob Riis (P.S. 126)","MANHATTAN"," PK-8",40.710729,-73.996631,427,612,11.9,16.9,21.3,49.9,71.2,100,5,0,0.00637755102040816,"67%",1,1,1,0.8,755,602,11,49,5433970,22576.09,90566.1666666667
"42","02M130","P.S. 130 Hernando De Soto","MANHATTAN","PK-5",40.71866,-73.998326,480,620,4.6,7.1,22.7,65.6,88.3,100,0,0,0,"95%",1,1,1,0.484,877,426,8.7,49,4921380,19856.94,85292.547660312
"43","02M131","Sun Yat Sen Middle School (M.S. 131)","MANHATTAN"," 6-8",40.716553,-73.993092,394,610,15.2,24.1,26.9,33.8,60.7,200,9,0,0.0206422018348624,"60%",1,1,1,0.936,436,407,5,31,3332699,26308.75,92574.9722222222
"44","02M150","P.S. 150","MANHATTAN","PK-5",40.71953,-74.01088,74,618,1.4,6.8,32.4,59.5,91.9,100,0,1,0,"100%",NA,NA,NA,0.128,169,22,2.4,10,945316,21595.28,76235.1612903226
"45","02M151","Yorkville Community School","MANHATTAN","PK-5",40.777948,-73.947287,216,610,14.8,18.1,23.1,44,67.1,100,0,0,0,"100%",1,1,1,0.433,475,208,10.7,32.7,2976952,21970.03,68593.3640552995
"46","02M158","P.S. 158 Bayard Taylor","MANHATTAN","PK-5",40.770215,-73.950745,328,617,2.4,12.5,31.1,54,85.1,100,0,0,0,"51%",NA,NA,NA,0.122,721,92,17.1,35.9,3729755,19492.5,70372.7358490566
"47","02M167","Robert F. Wagner (J.H.S. 167)","MANHATTAN"," 6-8",40.77205,-73.958066,1187,618,7.5,12.2,25.9,54.3,80.3,100,23,0,0.0172155688622754,"93%",0.97,0.9,0.93,0.314,1336,409,12.5,73,7066050,18531.05,82643.8596491228
"48","02M177","Yorkville East Middle School","MANHATTAN"," 6-8",40.770419,-73.951135,195,610,14.4,23.6,27.7,34.4,62.1,100,5,0,0.0214592274678112,"95%",1,1,1,0.352,233,80,7.5,11,1397670,23617.04,75549.7297297297
"49","02M183","P.S. 183 Robert L. Stevenson","MANHATTAN","PK-5",40.763804,-73.957731,238,618,1.7,10.9,29.8,57.6,87.4,100,0,0,0,"68%",NA,NA,NA,0.111,548,60,6,33.5,3190862,20839.3,80781.3164556962
"50","02M198","P.S. 198 Isador E. Ida Straus","MANHATTAN","PK-5",40.785018,-73.95042,171,616,5.8,15.8,24,54.4,78.4,100,0,0,0,"89%",NA,NA,NA,0.39,410,161,8,29,2872253,24518.58,77628.4594594595
"51","02M212","P.S. 212 Midtown West","MANHATTAN","PK-5",40.761327,-73.988665,156,611,5.1,16,41.7,37.2,78.8,100,0,0,0,"86%",1,1,1,0.232,330,73,4.7,17,1696200,18839.71,78165.8986175115
"52","02M217","The Roosevelt Island (P.S./I.S. 217)","MANHATTAN"," PK-8",40.763894,-73.947916,312,608,15.4,17.6,29.5,37.5,67,50,2,0,0.00324675324675325,"88%",1,1,1,0.343,580,197,14.7,28.2,3368139,20401.08,78511.3986013986
"53","02M225","The Ella Baker School","MANHATTAN"," PK-8",40.765359,-73.960059,59,602,15.3,28.8,49.2,6.8,55.9,200,1,0,0.003125,"70%",0.8,0.8,1,0.341,280,106,10.6,14,2063797,24326.58,83894.1869918699
"54","02M234","P.S. 234 Independence School","MANHATTAN","K-5",40.71953,-74.01088,307,615,2.9,9.8,34.9,52.4,87.3,100,0,0,0,"74%",1,1,1,0.1,642,63,13,31,3501933,19559.37,79589.3863636364
"55","02M255","The Salk School of Science (M.S. 255)","MANHATTAN"," 6-8",40.735161,-73.982027,332,623,2.7,8.4,16,72.9,88.9,100,5,0,0.0129533678756477,"100%",1,1,1,0.106,386,41,3.2,23,2023824,18988.33,77245.1908396947
"56","02M260","The Clinton School for Writers & Artists (M.S. 260)","MANHATTAN"," 6-12",40.736518,-73.992725,189,618,3.7,3.2,39.2,54,93.1,100,11,0,0.0182119205298013,"58%",0.88,0.75,0.88,0.142,NA,NA,NA,NA,NA,NA,NA
"57","02M267","East Side Elementary School, PS 267","MANHATTAN","K-5",40.763883,-73.963861,155,618,6.5,8.4,25.8,59.4,85.2,100,0,0,0,"97%",NA,NA,NA,0.111,398,41,10.3,19,2158821,20550.32,73679.8976109215
"58","02M276","Battery Park City School (P.S./I.S. 276)","MANHATTAN"," K-8",40.70644,-74.017818,465,613,7.5,14.2,30.5,47.7,78.3,100,5,0,0.0060459492140266,"94%",1,1,1,0.135,827,104,11,52,5029009,21093.76,79825.5396825397
"59","02M281","The River School","MANHATTAN","PK-5",40.744288,-73.972592,58,614,6.9,12.1,25.9,55.2,81,100,0,0,0,"95%",NA,NA,NA,0.276,236,70,9,13,1899525,20500.4,86342.0454545455
"60","02M289","Hudson River Middle School (I.S. 289)","MANHATTAN"," 6-8",40.716668,-74.013542,256,614,5.5,24.2,30.1,40.2,70.3,100,5,0,0.0176678445229682,"90%",1,1,1,0.502,283,142,2,16,1717557,20075.44,95419.8333333333
"61","02M290","P.S. 290 Manhattan New School","MANHATTAN","PK-5",40.775181,-73.952777,255,620,5.5,7.5,22.4,64.7,87.1,100,0,0,0,"76%",NA,NA,NA,0.117,591,66,4,36.7,3393171,19838.89,83370.2948402948
"62","02M297","M.S. 297","MANHATTAN"," 6-7 (School will serve grades 6-8 by Fall 2019)",40.730999,-74.007191,187,607,15.5,24.6,29.9,29.9,59.9,100,4,0,0.0207253886010363,"93%",NA,NA,NA,0.306,193,58,4.7,9,3013486,19276.12,219962.481751825
"63","02M312","NYC Lab Middle School for Collaborative Studies","MANHATTAN"," 6-8",40.742129,-74.002198,411,626,5.6,3.6,10,80.8,90.8,100,9,0,0.0162454873646209,"89%",0.91,0.91,1,0.388,554,212,6,28,2987388,19314.89,87864.3529411765
"64","02M340","Sixth Avenue Elementary School","MANHATTAN","PK-4",40.739145,-73.995534,37,610,10.8,8.1,40.5,40.5,81.1,100,0,1,0,"100%",NA,NA,NA,0.101,206,24,11.3,10.7,1936281,21614.74,88012.7727272727
"65","02M343","The Peck Slip School","MANHATTAN","PK-5",40.708774,-74.002407,152,611,5.3,14.5,39.5,40.8,80.3,100,1,0,0.00226757369614512,"89%",NA,NA,NA,0.098,406,40,12.5,22.7,2492338,21276.92,70805.0568181818
"66","02M347","P.S. 347–""47"" The American Sign Language and English Lower School","MANHATTAN"," PK-8",40.738548,-73.982455,42,604,9.5,42.9,31,16.7,47.6,100,2,0,0.0101522842639594,"76%",0.83,0.83,0.83,0.624,145,111,11.5,31,3870067,46534.45,91060.4
"67","02M397","Spruce Street School","MANHATTAN"," PK-8",40.711313,-74.005472,271,615,7.4,8.5,36.2,48,84.1,100,1,0,0.00185528756957328,"86%",0.6,0.6,1,0.135,521,71,7.5,28.7,3094555,19781.2,85484.9447513812
"68","02M407","Institute For Collaborative Education","MANHATTAN"," 6-12",40.732447,-73.983031,19,610,15.8,5.3,52.6,26.3,78.9,200,9,0,0.0182926829268293,"56%",NA,NA,NA,0.262,492,123,8,17,2132138,16538.45,85285.52
"69","02M408","Professional Performing Arts School","MANHATTAN"," 6-12",40.761448,-73.988019,61,612,4.9,14.8,47.5,32.8,80.3,100,8,0,0.0141592920353982,"79%",0.86,0.86,1,0.379,565,206,5.6,23,2729579,19064.49,95439.8251748252
"70","02M413","School of the Future","MANHATTAN"," 6-12",40.738952,-73.985479,268,612,13.1,20.5,28,38.4,66.4,100,12,0,0.016,"81%",1,0.93,1,0.399,750,292,11.4,40,4360239,20265.13,84829.5525291829
"71","02M422","Quest To Learn","MANHATTAN"," 6-12",40.742867,-74.002136,172,597,34.9,37.8,19.2,8.1,27.3,200,11,0,0.0187713310580205,"98%",1,1,1,0.684,586,401,14.9,39,3824842,23153.56,70961.8181818182
"72","02M442","Ballet Tech, NYC Public School for Dance","MANHATTAN"," 4-8",40.73859,-73.989911,112,619,2.7,19.6,19.6,58,77.7,100,2,0,0.0141843971631206,"100%",NA,NA,NA,0.56,141,75,1,8,914899,22621.85,101655.444444444
"73","02M527","P.S. 527 - East Side School for Social Action","MANHATTAN","K-5",40.780652,-73.947856,150,620,0.7,10.7,24.7,64,88.7,100,0,0,0,"100%",NA,NA,NA,0.171,387,62,8,20,2275830,19892.96,81279.6428571429
"74","02M655","Life Sciences Secondary School","MANHATTAN"," 6-12",40.783625,-73.945637,NA,NA,NA,NA,NA,NA,NA,100,11,0,0.0191637630662021,"74%",1,1,0.82,0.828,574,468,15,26,2544623,21724.28,62063.9756097561
"75","02M896","Lower Manhattan Community Middle School (M.S. 896)","MANHATTAN"," 6-8",40.70568,-74.013302,338,609,13.6,23.7,34.9,27.8,62.7,100,6,0,0.0155844155844156,"97%",1,0.92,0.92,0.592,385,221,4,27,2616509,22076.6,84403.5161290323
"76","02M933","City Knoll Middle School","MANHATTAN"," 6-8",40.753091,-73.99764,205,595,41,36.6,12.7,9.8,22.4,100,6,0,0.0254237288135593,"95%",0.83,1,1,0.758,236,175,6,13,1355650,24178.08,71350
"77","03M009","P.S. 009 Sarah Anderson","MANHATTAN","PK-5",40.785234,-73.974256,280,617,3.6,10.7,30.4,55.4,85.7,100,0,0,0,"100%",NA,NA,NA,0.215,601,129,8.7,32,3449798,20392.39,84761.6216216216
"78","03M054","Booker T. Washington (J.H.S. 54)","MANHATTAN"," 6-8",40.800119,-73.962837,601,623,6.7,7,12.1,74.2,86.4,100,15,0,0.0176056338028169,"83%",1,1,1,0.237,852,203,13.7,38,4545068,18871.05,87912.3404255319
"79","03M075","P.S. 075 Emily Dickinson","MANHATTAN","K-5",40.795109,-73.973996,243,599,28.8,26.7,26.3,18.1,44.4,100,0,0,0,"82%",0.88,0.88,0.88,0.736,560,411,19.5,53.7,5946856,33433.13,81241.2021857924
"80","03M076","A. Philip Randolph (P.S./I.S. 76)","MANHATTAN"," PK-8",40.806768,-73.951061,252,583,66.3,22.2,10.3,1.2,11.5,200,3,0,0.00635593220338983,"91%",1,1,1,0.95,436,420,5,28,2774164,24590.06,84065.5757575758
"81","03M084","P.S. 084 Lillian Weber","MANHATTAN","PK-5",40.789479,-73.968419,252,605,19.8,18.7,29,32.5,61.5,100,0,0,0,"100%",0.83,0.83,1,0.405,551,243,20,33,4023051,21229.33,75906.6226415094
"82","03M087","P.S. 087 William Sherman","MANHATTAN","PK-5",40.78171,-73.97802,394,617,3.6,10.7,30.5,55.3,85.8,100,0,1,0,"87%",NA,NA,NA,0.116,859,97,12.3,53.2,5354134,20051.69,81742.5038167939
"83","03M145","P.S. 145, The Bloomingdale School","MANHATTAN","PK-5",40.799098,-73.965611,143,589,49,28,15.4,7.7,23.1,100,0,0,0,"100%",0.83,0.67,0.83,0.821,345,288,15.6,21,3346175,24661.6,91425.5464480874
"84","03M149","Sojourner Truth School (03M149)","MANHATTAN"," PK-8",40.802136,-73.947828,143,584,63.6,28.7,6.3,1.4,7.7,100,3,1,0.0127659574468085,"83%",0.6,0.4,0.6,0.95,217,215,15.2,7.5,1711896,28005.45,75413.9207048458
"85","03M163","P.S. 163 Alfred E. Smith","MANHATTAN","PK-5",40.795163,-73.96847,268,610,13.8,19.8,24.3,42.2,66.4,100,0,0,0,"100%",NA,NA,NA,0.487,533,263,8,35,3986804,23778.51,92716.3720930233
"86","03M165","P.S./M.S. 165: The Robert E. Simon School for Leadership","MANHATTAN"," PK-8",40.802917,-73.965613,329,595,40.1,22.8,16.7,20.4,37.1,100,1,0,0.00165562913907285,"52%",1,1,1,0.725,573,413,24,30,2921256,25502.53,54097.3333333333
"87","03M166","P.S. 166 The Richard Rodgers School of The Arts and Technology","MANHATTAN","K-5",40.788925,-73.972557,269,622,4.8,8.2,15.2,71.7,87,100,0,0,0,"91%",0.8,0.8,1,0.205,648,130,4,37,3324204,18383.59,81078.1463414634
"88","03M180","Hugo Newman School (P.S./I.S. 180)","MANHATTAN"," PK-8",40.807843,-73.955569,276,594,43.5,31.2,15.2,10.1,25.4,100,3,0,0.0055045871559633,"91%",NA,NA,NA,0.727,462,352,16,29,3447237,23982.97,76605.2666666667
"89","03M185","P.S. 185 - The Early Childhood Discovery and Design Magnet School","MANHATTAN","PK-5",40.798461,-73.950146,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,"100%",NA,NA,NA,0.853,NA,NA,NA,NA,NA,NA,NA
"90","03M191","P.S./I.S. 191","MANHATTAN"," PK-8",40.771925,-73.987328,245,587,55.5,20.8,15.5,8.2,23.7,100,3,0,0.00581395348837209,"90%",1,1,0.86,0.74,444,358,15,32,4427308,24981.27,94198.0425531915
"91","03M199","P.S. 199 Jessie Isador Straus","MANHATTAN","K-5",40.777603,-73.984423,430,620,2.8,7,21.4,68.8,90.2,100,0,0,0,"83%",NA,NA,NA,0.103,848,86,9.5,46,4706810,21617.95,84807.3873873874
"92","03M241","STEM Institute of Manhattan","MANHATTAN","K-5",40.801573,-73.955583,69,586,49.3,27.5,17.4,5.8,23.2,100,0,0,0,"100%",0.8,NA,0.6,0.925,134,124,9.2,8,1392038,33391.51,80932.4418604651
"93","03M242","P.S. 242 - The Young Diplomats Magnet Academy","MANHATTAN","PK-5",40.806055,-73.948385,72,590,45.8,31.9,15.3,6.9,22.2,100,0,0,0,"100%",NA,NA,NA,0.894,152,138,3,16,1615495,34862.39,85026.0526315789
"94","03M243","The Center School (M.S. 243)","MANHATTAN"," 5-8",40.785287,-73.97343,168,615,2.4,15.5,34.5,47.6,82.1,100,1,0,0.00425531914893617,"100%",1,1,1,0.128,235,28,3,12,1430993,19659.67,95399.5333333333
"95","03M245","The Computer School (M.S. 245)","MANHATTAN"," 6-8",40.780822,-73.976855,291,611,10.3,22.3,32.3,35.1,67.4,100,5,0,0.0125,"79%",1,0.78,0.67,0.285,400,109,4.3,23,2287492,20247.92,83790.9157509158
"96","03M247","Dual Language Middle School (M.S. 247)","MANHATTAN"," 6-8",40.789526,-73.967574,175,601,29.7,29.1,23.4,17.7,41.1,100,5,0,0.0252525252525253,"86%",1,1,1,0.929,198,177,6,15,1636401,24069.22,77923.8571428571
"97","03M250","West Side Collaborative Middle School (M.S. 250)","MANHATTAN"," 6-8",40.795157,-73.973292,145,592,49.7,33.8,13.1,3.4,16.6,100,2,0,0.0112359550561798,"94%",1,1,1,0.725,178,127,2.8,14,1448337,26988.61,86210.5357142857
"98","03M256","Lafayette Academy (M.S. 256)","MANHATTAN"," 6-8",40.791728,-73.970845,126,597,35.7,31,20.6,12.7,33.3,100,2,0,0.0144927536231884,"85%",1,1,0.83,0.848,138,116,5,13,1383850,30435.34,76880.5555555556
"99","03M258","Community Action School (M.S. 258)","MANHATTAN"," 6-8",40.791728,-73.970845,169,599,25.4,44.4,22.5,7.7,30.2,100,2,0,0.00896860986547085,"100%",1,1,1,0.776,223,168,3,19,1768689,24275.55,80394.9545454545
"100","03M291","West End Secondary School","MANHATTAN"," 6-8",40.772007,-73.987479,211,615,8.1,15.2,30.3,46.4,76.8,100,6,0,0.0176991150442478,"100%",1,0.88,1,0.192,339,64,13,10,2042009,18913.69,88783
"101","03M333","The Manhattan School for Children (P.S. 333)","MANHATTAN"," K-8",40.791728,-73.970845,372,607,12.4,21.8,35.5,30.4,65.9,100,3,0,0.00398406374501992,"100%",1,0.82,0.82,0.185,753,132,5.7,44,3881159,21251.55,78091.7303822938
"102","03M334","The Anderson School (P.S. 334)","MANHATTAN"," K-8",40.780822,-73.976855,273,629,0.7,2.2,9.2,87.9,97.1,100,3,1,0.00558659217877095,"96%",0.83,0.67,0.83,0.084,537,45,8.3,19,2427184,16611.15,88907.8388278388
"103","03M415","Wadleigh Secondary School For the Performing & Visual Arts","MANHATTAN"," 6-12",40.802207,-73.954142,57,590,43.9,38.6,14,3.5,17.5,100,7,0,0.0251798561151079,"94%",0.9,0.9,0.9,0.824,278,225,7.3,25,2631599,34546.96,81473.653250774
"104","03M421","West Prep Academy","MANHATTAN"," 6-8",40.799178,-73.964842,150,588,60.7,28,10,1.3,11.3,100,4,0,0.0197044334975369,"95%",1,0.88,0.88,0.862,203,174,7,12,1427564,25494.93,75134.9473684211
"105","03M452","P.S. 452","MANHATTAN","PK-5",40.771603,-73.987515,116,617,5.2,13.8,23.3,57.8,81,100,0,0,0,"78%",NA,NA,NA,0.244,282,70,6.3,21,2144124,25475.33,78539.3406593407
"106","03M859","Special Music School","MANHATTAN"," K-12",40.774919,-73.982745,64,635,0,0,6.3,93.8,100,NA,6,0,0.0191082802547771,"83%",1,1,1,0.217,314,64,10.2,14,2125729,20841.24,87840.041322314
"107","03M860","Frederick Douglass Academy II Secondary School","MANHATTAN"," 6-12",40.802207,-73.954142,26,591,46.2,26.9,19.2,7.7,26.9,100,9,0,0.0254237288135593,"85%",0.57,0.43,0.57,0.831,354,284,21,8,2177941,23455.49,75101.4137931034
"108","03M862","Mott Hall II","MANHATTAN"," 6-8",40.802917,-73.965613,248,607,12.9,36.7,30.2,20.2,50.4,100,7,0,0.0204678362573099,"83%",1,1,0.83,0.623,342,212,7,15,2098838,20544.97,95401.7272727273
"109","04M007","Samuel Stern (P.S./M.S. 7)","MANHATTAN"," PK-8",40.801007,-73.939349,188,593,46.3,26.1,18.6,9,27.7,100,2,0,0.00560224089635854,"84%",1,1,1,0.919,337,305,4,27,3466210,24015.6,111813.225806452
"110","04M012","Talented and Gifted School for Young Scholars","MANHATTAN"," K-8",40.79307,-73.942303,345,628,0.3,1.4,16.8,81.4,98.3,100,2,0,0.00340715502555366,"96%",NA,NA,NA,0.409,587,226,8.7,16,1877559,16425.28,76014.5344129555
"111","04M037","River East Elementary","MANHATTAN","3K-5",40.799265,-73.93374,76,598,30.3,22.4,34.2,13.2,47.4,100,0,0,0,"95%",NA,NA,NA,0.87,175,154,4,16,1620621,26661.54,81031.05
"112","04M038","P.S. 38 Roberto Clemente","MANHATTAN","3K-5",40.788668,-73.944762,90,578,77.8,16.7,4.4,1.1,5.6,50,0,0,0,"85%",1,1,1,0.92,187,172,9,13,1904427,27992.1,86564.8636363636
"113","04M050","Vito Marcantonio (P.S./I.S. 50)","MANHATTAN"," K-8",40.785258,-73.941526,NA,NA,NA,NA,NA,NA,NA,100,2,0,0.00796812749003984,"59%",1,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"114","04M057","James Weldon Johnson Leadership Academy","MANHATTAN"," PK-8",40.797577,-73.94128,498,590,47.2,34.1,14.7,4,18.7,100,4,0,0.00488997555012225,"49%",NA,NA,NA,0.895,782,687,19,50,5192839,22814.19,75258.5362318841
"115","04M072","The Lexington Academy","MANHATTAN"," PK-8",40.791179,-73.947776,376,591,45.5,35.6,14.4,4.5,18.9,100,4,0,0.00645161290322581,"81%",1,1,1,0.913,594,537,22,34,4655865,25661.11,83140.4464285714
"116","04M083","P.S. 083 Luis Munoz Rivera","MANHATTAN","3K-5",40.793363,-73.941955,211,604,21.8,24.2,26.5,27.5,54,100,0,0,0,"100%",NA,NA,NA,0.897,421,378,2,31,2702999,23466.87,81909.0606060606
"117","04M096","Joseph Lanzetta School (P.S./M.S. 96)","MANHATTAN"," PK-8",40.800256,-73.937558,256,588,51.2,35.2,11.3,2.3,13.7,100,5,0,0.0125944584382872,"91%",0.9,0.8,1,0.95,383,360,12,32,3637149,28867.27,82662.4772727273
"118","04M102","P.S. 102 Jacques Cartier","MANHATTAN","3K-5",40.795,-73.938418,140,594,41.4,22.9,21.4,14.3,35.7,100,0,0,0,"67%",NA,NA,NA,0.818,292,232,10,22,2693713,27371.73,84178.53125
"119","04M108","School of Authors (P.S./M.S. 108 )","MANHATTAN"," PK-8",40.795146,-73.948368,303,591,49.8,29,15.5,5.6,21.1,100,1,0,0.00221238938053097,"93%",0.83,0.83,0.83,0.896,439,392,7,36,4061111,29548.06,94444.4418604651
"120","04M112","P.S. 112 Jose Celso Barbosa","MANHATTAN","3K-2",40.796889,-73.930528,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"96%",1,1,1,0.809,280,221,10.5,49,5189097,45453.19,87211.7142857143
"121","04M146","P.S. 146 Ann M. Short","MANHATTAN","3K-5",40.789535,-73.938727,123,593,39.8,27.6,24.4,8.1,32.5,100,0,0,0,"67%",NA,NA,NA,0.95,304,295,8,27,3134999,33919.09,89571.4
"122","04M155","P.S. 155 William Paca","MANHATTAN","3K-5",40.797507,-73.935895,126,582,68.3,15.9,14.3,1.6,15.9,50,0,0,0,"60%",NA,NA,NA,0.95,248,244,7,18,1929136,31474,77165.44
"123","04M171","Patrick Henry Preparatory School (PS/IS 171)","MANHATTAN"," PK-8",40.792122,-73.951961,440,613,10.9,18.2,28.4,42.5,70.9,100,1,0,0.00137931034482759,"56%",NA,NA,NA,0.697,689,481,11,38,4845050,21058.57,98878.5714285714
"124","04M182","The Bilingual Bicultural School","MANHATTAN","3K-5",40.793363,-73.941955,151,596,25.8,36.4,27.2,10.6,37.7,100,0,0,0,"78%",NA,NA,NA,0.95,310,301,6,25,3024679,26737.08,97570.2903225807
"125","04M206","Jose Celso Barbosa (P.S./M.S. 206)","MANHATTAN"," 3-8",40.797467,-73.930868,358,589,48.6,26.8,15.9,8.7,24.6,100,1,0,0.00211416490486258,"96%",0.79,0.75,0.79,0.846,473,398,33,47,6643430,38199.37,83042.875
"126","04M224","Manhattan East School for Arts & Academics (M.S. 224)","MANHATTAN"," 6-8",40.785671,-73.942548,110,596,31.8,32.7,27.3,8.2,35.5,100,3,0,0.0174418604651163,"100%",1,1,1,0.744,172,125,3.5,13,1384105,26459.99,83885.1515151515
"127","04M372","Esperanza Preparatory Academy","MANHATTAN"," 6-12",40.79307,-73.942303,156,586,56.4,31.4,12.2,0,12.2,100,12,0,0.0214669051878354,"84%",0.83,0.75,0.83,0.927,559,506,20,32,4021860,27581.15,77343.4615384615
"128","04M375","Mosaic Preparatory Academy","MANHATTAN","3K-5",40.796098,-73.944546,122,589,41,34.4,19.7,4.9,24.6,100,1,0,0.003003003003003,"66%",NA,NA,NA,0.95,297,277,6,27,2377866,28321.28,72056.5454545455
"129","04M377","Renaissance School of The Arts","MANHATTAN"," 6-8",40.797302,-73.936365,82,594,43.9,26.8,17.1,12.2,29.3,50,3,0,0.0204081632653061,"100%",NA,NA,NA,0.946,147,137,7,10,1274479,28424.88,74969.3529411765
"130","04M406","Global Technology Preparatory","MANHATTAN"," 6-8",40.801007,-73.939349,NA,NA,NA,NA,NA,NA,NA,100,1,0,0.008,"80%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","04M497","Central Park East I","MANHATTAN","PK-5",40.793649,-73.948488,17,589,41.2,35.3,5.9,17.6,23.5,100,0,0,0,"60%",NA,NA,NA,0.429,169,73,7.9,8,1479952,25988.79,93078.7421383648
"132","04M610","The Young Women's Leadership School","MANHATTAN"," 6-8",40.792741,-73.947428,91,600,24.2,34.1,36.3,5.5,41.8,100,10,0,0.0207900207900208,"97%",1,1,1,0.811,481,384,7,25,2638783,19522.81,82461.96875
"133","04M825","Isaac Newton Middle School for Math and Science","MANHATTAN"," 6-8",40.793856,-73.934028,123,592,48,29.3,17.1,5.7,22.8,200,6,0,0.03125,"89%",NA,NA,NA,0.911,192,175,1,16,1745351,25917.5,102667.705882353
"134","04M964","Central Park East II","MANHATTAN"," PK-8",40.795146,-73.948368,181,597,33.1,26.5,24.3,16,40.3,100,1,0,0.00223214285714286,"77%",1,1,1,0.433,430,184,12.2,24.7,3304681,23908.44,89557.7506775068
"135","05M030","P.S. 030 Hernandez/Hughes","MANHATTAN","3K-5",40.805653,-73.935461,97,593,36.1,28.9,20.6,14.4,35.1,100,0,0,0,"93%",1,1,1,0.948,236,223,15,24,3276414,37952.9,84010.6153846154
"136","05M036","P.S. 036 Margaret Douglas","MANHATTAN","3K-5",40.810705,-73.957409,147,593,39.5,27.9,22.4,10.2,32.7,100,0,0,0,"63%",0.67,0.83,1,0.895,350,307,5,36,3806241,31125.53,92835.1463414634
"137","05M046","The Arthur Tappan School (P.S./M.S. 46)",""," PK-8",NA,NA,400,587,57,26.5,13.8,2.8,16.5,100,2,0,0.00302571860816944,"79%",0.85,0.92,0.92,0.95,626,593,20,40,4445540,25162.42,74092.3333333333
