DBN,School Name,# of Comp Sci Courses,# of AP Comp Sci Courses,# of Full CS Courses,# of Partial CS Courses,School Type,Student Enrollment,Full Time certified STEM teachers,Part Time certified STEM teachers,Ratio of Full Time Licensed STEM Teachers to Students*,Building Code,Mbps Bandwidth,Local School Code,K-12 Enrollment,K-12 FRPL Count,Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,Classroom Teachers,Total School Funding per Pupil,Total Teacher Response Rate,a.agree,b.agree,c.agree,3rd Mean Scale Score,3rd % Level 1,3rd % Level 2,3rd % Level 3,3rd % Level 4,3rd % Level 3+4,4th Mean Scale Score,4th % Level 1,4th % Level 2,4th % Level 3,4th % Level 4,4th % Level 3+4,5th Mean Scale Score,5th % Level 1,5th % Level 2,5th % Level 3,5th % Level 4,5th % Level 3+4,Gradespan,Address,Latitude,Longitude,% Poverty,Economic Need Index
24Q143,P.S. 143 Louis Armstrong,,,,,Elementary (K-5),1484,0,0,0,Q143,40,Q143,1484,1408,21,103,9801507,24172.15,53,,,,588.2380981,43.65079498,22.61904716,27.38095284,6.349206448,33.73015976,589.7700195,44.25086975,28.91986084,17.77003479,9.059233665,26.8292675,589.4343262,53.28467178,25.5474453,13.86861324,7.299270153,21.16788292,K-5,"34-74 113 STREET, QUEENS NY 11368",40.755393,-73.855715,0.95,0.914
24Q199,P.S. 199 Maurice A. Fitzgerald,,,,,Elementary (K-5),898,0,0,0,Q199,100,Q199,826,581,10.2,57,5150176,22708.2,100,84,74,79,598.9747925,21.00840378,21.00840378,36.97478867,21.00840378,57.98319244,600.138916,21.66666603,30,28.33333397,20,48.33333206,599.5,29.89130402,29.89130402,22.82608604,17.39130402,40.21739197,PK-5,"39-20 48 AVENUE, QUEENS NY 11104",40.739831,-73.926081,0.713,0.756
24Q211,Elm Tree Elementary School,,,,,Elementary (K-5),298,0,0,0,Q298,100,Q211,298,286,16,13,3037034,21129.45,90,,,,589.777771,51.85185242,18.51851845,25.92592621,3.703703642,29.62962914,594.9729614,18.91891861,48.64864731,29.72973061,2.702702761,32.43243408,,,,,,,PK-5,"50-51 98TH STREET, QUEENS NY 11368",40.741139,-73.863408,0.95,0.879
24Q239,P.S. 239,,,,,Elementary (K-5),564,0,0,0,Q239,100,Q239,528,498,3,45.5,3851294,24867.36,98,100,100,100,593.25,29.76190567,33.33333206,32.1428566,4.761904716,36.90476227,595.1500244,30,38.75,20,11.25,31.25,594.8539429,35.95505524,32.58427048,21.34831429,10.11236,31.46067429,PK-5,"17-15 WEIRFIELD STREET, QUEENS NY 11385",40.699431,-73.903838,0.938,0.873
24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,,,,,Elementary (K-5),542,0,0,0,Q290,10,,,,,,,,92,,,,605.4515991,11.82795715,24.7311821,32.25806427,31.18279648,63.44086075,615.3684082,11.84210491,9.210526466,21.05263138,57.89473724,78.94736481,613.5740967,7.407407284,18.51851845,27.77777863,46.29629517,74.07407379,PK-5,"55-20 METROPOLITAN AVENUE, QUEENS NY 11385",40.71303,-73.908307,0.668,0.579
24Q307,Pioneer Academy,,,,,Elementary (K-5),934,0,0,0,Q260,50,Q307,934,909,15.6,61,6379034,22684.38,96,100,83,92,598.7583618,20.13422775,30.8724823,32.21476364,16.7785244,48.99328995,601.3594971,18.30065346,32.67973709,26.79738617,22.22222137,49.01960754,597.1879272,39.59731674,25.50335503,18.12080574,16.7785244,34.89933014,K-5,"40-20 100TH STREET, QUEENS NY 11368",40.749175,-73.865787,0.95,0.887
24Q330,P.S. 330,,,,,Elementary (K-5),590,0,1,0,Q287,100,,,,,,,,85,,,,589.0890503,50.68493271,20.54794502,13.01369858,15.75342464,28.76712418,595.1151123,42.44604492,25.17985535,10.79136658,21.58273315,32.37409973,604.8961182,20.77922058,28.5714283,23.37662315,27.27272797,50.64934921,K-5,"110-08 NORTHERN BOULEVARD, QUEENS NY 11368",40.757888,-73.859202,0.941,0.869
24Q343,The Children's Lab School,,,,,Elementary (K-5),368,0,0,0,Q313,10,Q343,332,277,15,14,2545565,22890.39,97,,,,592.5512695,32.05128098,30.76922989,29.4871788,7.692307472,37.17948532,,,,,,,,,,,,,PK-4,"45-45 42ND STREET, QUEENS NY 11104",40.74258,-73.922604,0.829,0.77
25Q020,P.S. 020 John Bowne,,,,,Elementary (K-5),1314,0,0,0,Q020,10,Q020,1212,1131,14,72,7579666,20957.41,56,,,,606.3850708,10.91954041,17.24137878,40.80459595,31.03448296,71.83908081,609.5894775,11.57894707,21.05263138,20.52631569,46.84210587,67.36842346,612.4827881,9.852216721,23.15270996,24.13793182,42.8571434,66.99507141,PK-5,"142-30 BARCLAY AVENUE, QUEENS NY 11355",40.758347,-73.824388,0.938,0.846
25Q029,P.S. 029 Queens,,,,,Elementary (K-5),728,0,0,0,Q029,10,Q029,692,607,11,40,4464701,21105.8,89,100,100,80,602.0598145,19.6581192,19.6581192,38.46154022,22.22222137,60.6837616,605.4285889,19.04761887,22.8571434,23.80952454,34.2857132,58.09523773,599.8174438,35.7142868,26.19047546,20.63492012,17.46031761,38.09523773,PK-5,"125-10 23 AVENUE, QUEENS NY 11356",40.778029,-73.842967,0.878,0.727
25Q107,P.S. 107 Thomas A Dooley,,,,,Elementary (K-5),970,0,0,0,Q107,10,Q107,898,686,11.9,59,6389710,24926.03,80,,,,604.5961304,16.34615326,17.30769157,37.5,28.84615326,66.34615326,609.0878296,10.81081104,21.62162209,24.32432365,43.24324417,67.56756592,609.6691895,18.04511261,15.78947353,30.07518768,36.09022522,66.1654129,PK-5,"167-02 45 AVENUE, QUEENS NY 11358",40.755364,-73.799476,0.768,0.596
25Q130,P.S. 130,,,,,Elementary (K-5),397,0,0,0,Q130,10,Q130,362,176,1.2,29.7,2869199,23441.72,69,,,,615.1270142,4.761904716,7.936507702,36.50793839,50.79365158,87.30158997,615.055542,1.851851821,14.81481457,24.07407379,59.25925827,83.33333588,,,,,,,PK-5,"200-01 42 AVENUE, QUEENS NY 11361",40.760219,-73.784009,0.484,0.418
25Q154,P.S. 154 Queens,,,,,Elementary (K-5),673,0,0,0,Q154,10,Q154,637,526,2,48,4410762,23104.03,64,,,,604.2666626,10.47619057,20.95238113,40.95238113,27.61904716,68.57142639,603.1192627,13.76146793,31.19266129,28.44036674,26.60550499,55.04587173,607.4244995,17.92452812,19.81132126,29.24528313,33.01886749,62.26415253,PK-5,"75-02 162 STREET, QUEENS NY 11366",40.726473,-73.80775,0.829,0.696
25Q184,P.S. 184 Flushing Manor,,,,,Elementary (K-5),514,0,1,0,Q184,100,Q184,483,229,3.3,32.6,3078662,21525.77,100,,,,605.3424683,17.80821991,13.69863033,35.61643982,32.8767128,68.4931488,612.4230957,6.410256386,20.5128212,23.07692337,50,73.07691956,616.2857056,5.494505405,18.68131828,24.17582512,51.64834976,75.82417297,PK-5,"163-15 21 ROAD, QUEENS NY 11357",40.778334,-73.799158,0.469,0.37
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,,,,,K-8,522,1,0,0.001915709,Q200,100,,,,,,,,93,100,100,100,593.0888672,35.55555725,31.11111069,28.88888931,4.444444656,33.33333206,594.1363525,36.36363602,34.09090805,15.909091,13.63636398,29.54545403,594.2926636,41.46341324,41.46341324,7.317073345,9.756097794,17.07317162,PK-8,"70-10 164 STREET, QUEENS NY 11365",40.73107,-73.805759,0.724,0.552
25Q209,P.S. 209 Clearview Gardens,,,,,Elementary (K-5),580,0,0,0,Q209,20,Q209,562,227,4,35,3607686,20660.21,100,,,,615,3.448275805,13.79310322,27.58620644,55.17241287,82.75862122,611.7948608,3.846153736,19.23077011,30.76922989,46.15384674,76.92308044,613.9487305,14.10256386,15.38461494,25.64102554,44.87179565,70.51281738,PK-5,"16-10 UTOPIA PARKWAY, QUEENS NY 11357",40.783777,-73.795845,0.409,0.331
25Q219,P.S. 219 Paul Klapper,,,,,K-8,642,4,0,0.00623053,Q219,10,Q219,605,443,17.5,58,6649129,33535.34,65,33,67,67,602.8833618,13.33333302,16.66666603,55,15,70,608.1034546,20.6896553,18.96551704,18.96551704,41.37931061,60.34482574,605.7377319,21.31147575,27.86885262,19.67213058,31.14754105,50.81967163,PK-8,"144-39 GRAVETT ROAD, QUEENS NY 11367",40.737448,-73.823841,0.74,0.59
25Q244,The Active Learning Elementary School,,,,,Elementary (K-5),456,0,0,0,Q244,10,Q244,420,331,4,26,2558069,20809.35,100,100,100,100,615.105896,1.176470637,8.235294342,41.17647171,49.41176605,90.58823395,,,,,,,,,,,,,PK-3,"137-20 FRANKLIN AVENUE, QUEENS NY 11355",40.754483,-73.826192,0.796,0.706
26Q018,P.S. 018 Winchester,,,,,Elementary (K-5),617,0,0,0,Q018,10,Q018,599,351,3,39.2,3266358,18639.92,95,,,,612.4886475,2.272727251,14.77272701,39.77272797,43.18181992,82.95454407,615.2802734,5.303030491,10.60606098,31.060606,53.03030396,84.09091187,612.1709595,14.52991486,16.23931694,24.78632545,44.44444275,69.2307663,PK-5,"86-35 235 COURT, QUEENS NY 11427",40.731853,-73.73229,0.59,0.431
26Q046,P.S. 046 Alley Pond,,,,,Elementary (K-5),556,0,0,0,Q046,20,Q046,538,275,11,43,4097021,30091.72,54,,,,615.0487671,2.439024448,9.756097794,32.92683029,54.87804794,87.80487823,619.3571167,4.761904716,10.71428585,17.8571434,66.66666412,84.52381134,618.604187,6.25,12.5,28.125,53.125,81.25,PK-5,"64-45 218 STREET, QUEENS NY 11364",40.745744,-73.758042,0.529,0.437
26Q162,P.S. 162 John Golden,,,,,Elementary (K-5),680,0,0,0,Q162,10,Q162,662,426,2.7,40,3862993,20848.56,69,,,,612.3916626,2.5,18.33333397,35,44.16666794,79.16666412,611.0175171,8.771929741,14.91228104,30.70175362,45.61403656,76.31578827,611.7096558,15.32258034,16.12903214,25,43.54838562,68.54838562,PK-5,"201-02 53 AVENUE, QUEENS NY 11364",40.748405,-73.776576,0.641,0.462
26Q191,P.S. 191 Mayflower,,,,,Elementary (K-5),396,0,0,0,Q191,10,Q191,360,225,1.7,23,2324611,20763.07,96,,,,607.1020508,6.122448921,18.36734772,46.93877411,28.5714283,75.5102005,612.0847168,5.084745884,18.64406776,28.81355858,47.45762634,76.27118683,614,1.754385948,15.78947353,38.59649277,43.85964966,82.45613861,PK-5,"85-15 258 STREET, QUEENS NY 11001",40.734266,-73.708617,0.646,0.511
26Q376,P.S. 376,,,,,Elementary (K-5),101,0,0,0,Q332,100,K376,520,453,13,24,3152754,23002.3,60,,,,,,,,,,,,,,,,,,,,,,PK-1,"210-21 48 AVENUE, QUEENS NY 11364",40.754954,-73.770314,0.535,0.43
26Q376,P.S. 376,,,,,Elementary (K-5),101,0,0,0,Q332,100,Q376,59,28,8,2,949429,21998.6,60,,,,,,,,,,,,,,,,,,,,,,PK-1,"210-21 48 AVENUE, QUEENS NY 11364",40.754954,-73.770314,0.535,0.43
27Q042,P.S./M.S 042 R. Vernam,,,,,K-8,658,3,0,0.004559271,Q042,50,Q042,620,597,17.4,48,5272178,27255.94,98,75,81,81,585.6790161,51.85185242,33.33333206,11.11111069,3.703703642,14.81481457,592.295105,40.98360825,32.78688431,19.67213058,6.557376862,26.22950745,590.5072632,52.17391205,30.43478203,10.14492798,7.246376991,17.39130402,3K-8,"488 BEACH 66 STREET, QUEENS NY 11692",40.594358,-73.794804,0.95,0.911
27Q043,P.S. 043,,,,,K-8,901,1,0,0.001109878,Q043,100,Q043,836,767,13,55,5886185,23268.11,40,,,,587.317749,50.46728897,23.36448669,21.495327,4.672897339,26.16822433,584.956543,60.86956406,24.347826,11.30434799,3.478260756,14.78260899,583.289978,70,18,10,2,12,3K-8,"160 BEACH 29 STREET, QUEENS NY 11691",40.59348,-73.761086,0.917,0.87
27Q045,P.S. 045 Clarence Witherspoon,,,,,Elementary (K-5),325,0,0,0,Q045,20,Q045,300,269,3,24,2620716,26423.03,86,100,67,83,594.0526123,42.10526276,15.78947353,26.31579018,15.78947353,42.10526276,590.8204956,30.76922989,41.0256424,25.64102554,2.56410265,28.20512772,587.7543945,68.42105103,14.03508759,8.771929741,8.771929741,17.54385948,3K-5,"126-28 150 STREET, QUEENS NY 11436",40.671871,-73.788866,0.905,0.747
27Q051,P.S. 051,,,,,Elementary (K-5),244,0,0,0,Q051,20,Q051,208,166,7.7,12,1655266,23997.33,100,,,,,,,,,,,,,,,,,,,,,,PK-1,"87-45 117 STREET, QUEENS NY 11418",40.698286,-73.831532,0.799,0.672
27Q056,P.S. 056 Harry Eichler,,,,,Elementary (K-5),387,0,0,0,Q056,20,Q056,387,317,5,23,2354100,22530.97,100,83,83,83,594.755127,35.7142868,23.46938705,20.40816307,20.40816307,40.81632614,599.3483276,22.47191048,25.84269714,28.08988762,23.59550476,51.68539429,599.2666626,37.77777863,20,21.11111069,21.11111069,42.22222137,,,,,0.822,0.691
27Q064,P.S. 064 Joseph P. Addabbo,,,,,Elementary (K-5),616,0,0,0,Q064,20,Q064,616,458,4,38,3705687,21470.23,82,100,100,100,601.3877563,22.44898033,19.38775444,34.69387817,23.46938705,58.16326523,600.2385254,25.68807411,27.52293587,22.01834869,24.77064133,46.78899002,603.4561157,26.31579018,25.43859673,19.29824638,28.94736862,48.2456131,K-5,"82-01 101 AVENUE, QUEENS NY 11416",40.681901,-73.856956,0.763,0.798
27Q065,P.S. 65 - The Raymond York Elementary School,,,,,Elementary (K-5),456,0,0,0,Q884,10,Q065,456,324,4,33,3481810,23140.56,76,100,100,100,605.888916,13.88888931,19.44444466,37.5,29.16666603,66.66666412,598.3283691,26.86567116,25.37313461,23.88059616,23.88059616,47.76119232,595.1847534,38.04347992,31.52173996,16.30434799,14.13043499,30.43478203,3K-5,"103-22 99 STREET, QUEENS NY 11417",40.682293,-73.841675,0.724,0.774
27Q096,P.S. 096,,,,,Elementary (K-5),306,0,0,0,Q096,10,Q096,271,236,6,17,1934770,21225.6,83,,,,607.3170776,7.317073345,24.39024353,39.02439117,29.26829338,68.29268646,607.8679199,15.09433937,18.86792374,24.52830124,41.50943375,66.03773499,605.0512695,10.2564106,43.58974457,25.64102554,20.5128212,46.15384674,PK-5,"130-01 ROCKAWAY BOULEVARD, QUEENS NY 11420",40.675369,-73.808128,0.856,0.714
27Q104,P.S. 104 The Bays Water,,,,,Elementary (K-5),689,0,0,0,Q104,100,Q104,640,518,8,48,4368260,24616.63,93,100,100,100,595.3240967,26.85185242,31.48148155,27.77777863,13.88888931,41.66666794,596.2020264,32.32323074,28.28282738,17.17171669,22.22222137,39.39393997,596.96875,34.375,27.08333397,23.95833397,14.58333302,38.54166794,PK-5,"26-01 MOTT AVENUE, QUEENS NY 11691",40.608002,-73.764621,0.811,0.855
27Q108,P.S. 108 Captain Vincent G. Fowler,,,,,Elementary (K-5),1471,0,1,0,Q108,50,Q108,1435,1221,22.5,68,7872964,19631.87,100,100,100,100,607.3129883,12.59541988,16.79389381,37.40457916,33.20610809,70.61068726,605.0222778,14.49814129,27.88104057,24.1635685,33.45724869,57.62081909,603.4823608,25.09803963,27.45098114,22.35294151,25.09803963,47.45098114,PK-5,"108-10 109 AVENUE, QUEENS NY 11420",40.679083,-73.831025,0.853,0.663
27Q114,P.S./M.S. 114 Belle Harbor,,,,,K-8,669,3,0,0.004484305,Q114,100,Q114,633,155,8,42,4506504,22422.73,100,80,80,80,610.3262939,6.3157897,12.6315794,38.94736862,42.10526276,81.05263519,612.6428833,2.857142925,22.8571434,20,54.2857132,74.2857132,609.6705933,10.5882349,24.70588303,27.05882263,37.64706039,64.70587921,PK-8,"134-01 CRONSTON AVENUE, QUEENS NY 11694",40.577552,-73.854364,0.245,0.178
27Q123,P.S. 123,,,,,Elementary (K-5),688,0,0,0,Q123,10,Q123,634,543,7,44,4500874,22407.66,92,,,,598.6260376,22.76422691,28.45528412,30.08130074,18.69918633,48.78048706,595.7199707,27,39,16,18,34,591.682251,46.72897339,29.90654182,13.08411217,10.28037357,23.36448669,PK-5,"145-01 119 AVENUE, QUEENS NY 11436",40.678913,-73.795571,0.865,0.737
27Q155,P.S. 155,,,,,Elementary (K-5),520,0,0,0,Q155,20,Q155,467,430,4.4,30,3190257,21477.47,71,,,,606.1599731,12,20,32,36,68,608.883728,6.976744175,17.4418602,34.8837204,40.6976738,75.58139801,606.8405762,17.39130402,20.28985596,40.57971191,21.73913002,62.31884003,PK-5,"130-02 115 AVENUE, QUEENS NY 11420",40.679105,-73.810067,0.923,0.658
27Q183,P.S. 183 Dr. Richard R. Green,,,,,K-8,525,2,0,0.003809524,Q183,10,Q183,507,472,11,40,4716623,28838.75,89,86,86,100,585.1707153,56.09756088,17.07317162,14.63414669,12.19512177,26.8292675,589.4313965,43.13725662,35.29411697,17.64705849,3.921568632,21.56862831,588.2857056,52.38095093,34.92063522,9.523809433,3.174603224,12.6984129,3K-8,"2-45 BEACH 79 STREET, QUEENS NY 11693",40.58922,-73.805866,0.928,0.913
